timestamp,sound,co2,voltage,case_no
2025-10-21 17:04:02,,,23.77,17
2025-10-21 17:04:03,,25.09,,17
2025-10-21 17:04:04,,,23.78,17
2025-10-21 17:04:05,25,,,17
2025-10-21 17:04:05,,,23.77,17
2025-10-21 17:04:06,,,23.8,17
2025-10-21 17:04:07,,,23.81,17
2025-10-21 17:04:08,74,,,17
2025-10-21 17:04:08,,,23.78,17
2025-10-21 17:04:09,,,23.76,17
2025-10-21 17:04:09,,25.07,,17
2025-10-21 17:04:09,,,23.77,17
2025-10-21 17:04:10,,,23.8,17
2025-10-21 17:04:10,285,,,17
2025-10-21 17:04:11,,,23.76,17
2025-10-21 17:04:11,,,23.8,17
2025-10-21 17:04:12,,25.09,,17
2025-10-21 17:04:12,,,23.77,17
2025-10-21 17:04:13,375,,,17
2025-10-21 17:04:13,,,23.8,17
2025-10-21 17:04:14,,,23.77,17
2025-10-21 17:04:15,,25.07,,17
2025-10-21 17:04:15,,,23.76,17
2025-10-21 17:04:16,171,,,17
2025-10-21 17:04:16,,,23.77,17
2025-10-21 17:04:17,,,23.8,17
2025-10-21 17:04:18,,,23.76,17
2025-10-21 17:04:18,,,23.8,17
2025-10-21 17:04:19,74,,,17
2025-10-21 17:04:19,,,23.78,17
2025-10-21 17:04:20,,,23.77,17
2025-10-21 17:04:21,,,23.78,17
2025-10-21 17:04:22,170,,,17
2025-10-21 17:04:22,,,23.76,17
2025-10-21 17:04:23,,,23.78,17
2025-10-21 17:04:23,,25.09,,17
2025-10-21 17:04:23,,,23.8,17
2025-10-21 17:04:24,,,23.77,17
2025-10-21 17:04:25,107,,,17
2025-10-21 17:04:25,,,23.78,17
2025-10-21 17:04:26,,,23.76,17
2025-10-21 17:04:27,,,23.8,17
2025-10-21 17:04:27,,,23.78,17
2025-10-21 17:04:28,265,,,17
2025-10-21 17:04:29,,,23.77,17
2025-10-21 17:04:30,,,23.78,17
2025-10-21 17:04:30,,,23.73,17
2025-10-21 17:04:30,129,,,17
2025-10-21 17:04:31,,,23.78,17
